platillo,tiempo,dia,theme,food_id,alimento_match,gramos,ingrediente_texto,porcion_original,confianza,nivel,metodo,revisar
D13 Desayuno · Smoothie de Plátano,Desayuno,13,🇯🇵 Japonesa,leche,Leche,240,1 tz leche,1 tz leche,1.0,alta,1.0×taza(240.0g),
D13 Desayuno · Smoothie de Plátano,Desayuno,13,🇯🇵 Japonesa,semilla-de-girasol,Semilla de girasol,,1 cda semillas mixtas (10 g),1 cda semillas mixtas (10 g),0.691,media,REVISAR-medida(cda≠cucharadita),SI
D13 Desayuno · Smoothie de Plátano,Desayuno,13,🇯🇵 Japonesa,agua,Agua,,Agua y hielos,Agua y hielos,0.669,media,sin-cantidad,SI
D13 Desayuno · Smoothie de Plátano,Desayuno,13,🇯🇵 Japonesa,huevo-fresco,Huevo fresco,88,2 pz de huevos,2 pz de huevos,0.914,alta,2.0×pieza(44.0g),
D13 Comida · Pollo con Verduras,Comida,13,🇯🇵 Japonesa,pechuga-de-pollo-molida,Pechuga de pollo molida,180,180 g pechuga de pollo,180 g pechuga de pollo,0.814,media,gramos-directos,SI
D13 Comida · Pollo con Verduras,Comida,13,🇯🇵 Japonesa,brocoli-cocido,Brócoli cocido,,"Brócoli, zanahoria, calabacita y pimientos","Brócoli, zanahoria, calabacita y pimientos",0.551,media,sin-cantidad,SI
D13 Comida · Pollo con Verduras,Comida,13,🇯🇵 Japonesa,salsa-de-soya,Salsa de soya,,Salsa soya,Salsa soya + ajo + limón + chile cayenna,0.974,alta,sin-cantidad,SI
D13 Comida · Pollo con Verduras,Comida,13,🇯🇵 Japonesa,ajo-en-polvo,Ajo en polvo,,ajo,Salsa soya + ajo + limón + chile cayenna,0.655,media,sin-cantidad,SI
D13 Comida · Pollo con Verduras,Comida,13,🇯🇵 Japonesa,limon,Limón,,limón,Salsa soya + ajo + limón + chile cayenna,1.0,alta,sin-cantidad,SI
D13 Comida · Pollo con Verduras,Comida,13,🇯🇵 Japonesa,chile-costeno,Chile costeño,,chile cayenna,Salsa soya + ajo + limón + chile cayenna,0.638,media,sin-cantidad,SI
D13 Comida · Pollo con Verduras,Comida,13,🇯🇵 Japonesa,papa-al-horno-con-cascara,Papa al horno con cáscara,312,2 pz papa al horno o cocida,2 pz papa al horno o cocida,0.812,media,2.0×pieza(156.0g),SI
D13 Cena · Brochetas Yakitori,Cena,13,🇯🇵 Japonesa,carne-deshebrada,Carne deshebrada,180,180 g carne,180 g carne,0.895,alta,gramos-directos,
D13 Cena · Brochetas Yakitori,Cena,13,🇯🇵 Japonesa,pimiento-fresco,Pimiento fresco,,Pimientos de colores,Pimientos de colores,0.712,media,sin-cantidad,SI
D13 Cena · Brochetas Yakitori,Cena,13,🇯🇵 Japonesa,salsa-teriyaki-2,Salsa Teriyaki,,Salsa teriyaki casera,Salsa teriyaki casera,0.96,alta,sin-cantidad,SI
D13 Cena · Brochetas Yakitori,Cena,13,🇯🇵 Japonesa,arroz-cocido,Arroz cocido,376,2 tz arroz cocido,2 tz arroz cocido,1.0,alta,2.0×taza(188.0g),
D13 Snack AM · Snack AM,Snack AM,13,🇯🇵 Japonesa,pepino-con-cascara-rebanado,Pepino con cáscara rebanado,104,1 taza pepino en rodajas con vinagre de arroz,1 taza pepino en rodajas con vinagre de arroz + ajonjolí,0.517,baja,1.0×taza(104.0g),SI
D13 Snack AM · Snack AM,Snack AM,13,🇯🇵 Japonesa,ajonjoli,Ajonjolí,,ajonjolí,1 taza pepino en rodajas con vinagre de arroz + ajonjolí,1.0,alta,sin-cantidad,SI
D13 Snack PM · Snack PM,Snack PM,13,🇯🇵 Japonesa,yoghurt-natural,Yoghurt natural,227,1 taza yogurt natural,1 taza yogurt natural + ½ cdita matcha + 2 reb pan integral + 1 cdita miel,1.0,alta,1.0×taza(227.0g),
D13 Snack PM · Snack PM,Snack PM,13,🇯🇵 Japonesa,matcha-en-polvo,Matcha en polvo,,½ cdita matcha,1 taza yogurt natural + ½ cdita matcha + 2 reb pan integral + 1 cdita miel,0.689,media,REVISAR-medida(cdita≠cucharadita),SI
D13 Snack PM · Snack PM,Snack PM,13,🇯🇵 Japonesa,pan-integral,Pan integral,50,2 reb pan integral,1 taza yogurt natural + ½ cdita matcha + 2 reb pan integral + 1 cdita miel,1.0,alta,2.0×rebanada(25.0g),
D13 Snack PM · Snack PM,Snack PM,13,🇯🇵 Japonesa,miel,Miel,,1 cdita miel,1 taza yogurt natural + ½ cdita matcha + 2 reb pan integral + 1 cdita miel,1.0,alta,REVISAR-medida(cdita≠cucharadita),SI
D14 Desayuno · Toast de Huevo,Desayuno,14,🇯🇵 Japonesa,pan-integral,Pan integral,75,3 reb pan integral,3 reb pan integral,1.0,alta,3.0×rebanada(25.0g),
D14 Desayuno · Toast de Huevo,Desayuno,14,🇯🇵 Japonesa,aguacate-hass,Aguacate Hass,23,¼ pz aguacate,¼ pz aguacate,0.727,media,0.25×pieza(93.94g),SI
D14 Desayuno · Toast de Huevo,Desayuno,14,🇯🇵 Japonesa,espinaca-cruda,Espinaca cruda,,Espinaca y champiñones,Espinaca y champiñones,0.697,media,sin-cantidad,SI
D14 Desayuno · Toast de Huevo,Desayuno,14,🇯🇵 Japonesa,huevo-frito,Huevo frito,138,3 huevo,3 huevo + ½ taza claras,0.925,alta,3.0×pieza(46.0g),
D14 Desayuno · Toast de Huevo,Desayuno,14,🇯🇵 Japonesa,clara-de-huevo,Clara de huevo,,½ taza claras,3 huevo + ½ taza claras,0.675,media,REVISAR-medida(taza≠pieza),SI
D14 Desayuno · Toast de Huevo,Desayuno,14,🇯🇵 Japonesa,yoghurt-natural,Yoghurt natural,170,¾ taza yogurt natural sin azúcar,¾ taza yogurt natural sin azúcar,0.941,alta,0.75×taza(227.0g),
D14 Desayuno · Toast de Huevo,Desayuno,14,🇯🇵 Japonesa,fruto-del-monje,Fruto del monje,,½ taza frutos rojos,½ taza frutos rojos + 1 cdita miel,0.619,media,REVISAR-medida(taza≠cucharadita),SI
D14 Desayuno · Toast de Huevo,Desayuno,14,🇯🇵 Japonesa,miel,Miel,,1 cdita miel,½ taza frutos rojos + 1 cdita miel,1.0,alta,REVISAR-medida(cdita≠cucharadita),SI
D14 Comida · Bowl de Camarón,Comida,14,🇯🇵 Japonesa,,,200,"200 g camarones con mantequilla, ajo, paprika","200 g camarones con mantequilla, ajo, paprika",0.219,baja,gramos-directos,SI
D14 Comida · Bowl de Camarón,Comida,14,🇯🇵 Japonesa,brocoli-crudo,Brócoli crudo,,Brócoli salteado,Brócoli salteado,0.938,alta,sin-cantidad,SI
D14 Comida · Bowl de Camarón,Comida,14,🇯🇵 Japonesa,salsa-de-soya,Salsa de soya,,Salsa soya,Salsa soya + limón,0.974,alta,sin-cantidad,SI
D14 Comida · Bowl de Camarón,Comida,14,🇯🇵 Japonesa,limon,Limón,,limón,Salsa soya + limón,1.0,alta,sin-cantidad,SI
D14 Comida · Bowl de Camarón,Comida,14,🇯🇵 Japonesa,arroz-cocido,Arroz cocido,376,2 tz arroz cocido,2 tz arroz cocido,1.0,alta,2.0×taza(188.0g),
D14 Cena · Gohan de Salmón y Espinaca,Cena,14,🇯🇵 Japonesa,salmon-cocido,Salmón cocido,200,200 g salmón a la plancha con salsa teriyaki,200 g salmón a la plancha con salsa teriyaki,0.541,baja,gramos-directos,SI
D14 Cena · Gohan de Salmón y Espinaca,Cena,14,🇯🇵 Japonesa,arroz-cocido,Arroz cocido,376,2 tz arroz cocido,2 tz arroz cocido,1.0,alta,2.0×taza(188.0g),
D14 Cena · Gohan de Salmón y Espinaca,Cena,14,🇯🇵 Japonesa,aguacate-hass,Aguacate Hass,31,⅓ pz aguacate,⅓ pz aguacate,0.727,media,0.3333333333333333×pieza(93.94g),SI
D14 Cena · Gohan de Salmón y Espinaca,Cena,14,🇯🇵 Japonesa,pepino-con-cascara-rebanado,Pepino con cáscara rebanado,,Pepino,Pepino + zanahoria,0.573,media,sin-cantidad,SI
D14 Cena · Gohan de Salmón y Espinaca,Cena,14,🇯🇵 Japonesa,zanahoria-picada-cruda,Zanahoria picada cruda,,zanahoria,Pepino + zanahoria,0.916,alta,sin-cantidad,SI
D14 Cena · Gohan de Salmón y Espinaca,Cena,14,🇯🇵 Japonesa,salsa-de-soya,Salsa de soya,,Salsa soya,Salsa soya + limón + naranja,0.974,alta,sin-cantidad,SI
D14 Cena · Gohan de Salmón y Espinaca,Cena,14,🇯🇵 Japonesa,limon,Limón,,limón,Salsa soya + limón + naranja,1.0,alta,sin-cantidad,SI
D14 Cena · Gohan de Salmón y Espinaca,Cena,14,🇯🇵 Japonesa,naranja,Naranja,,naranja,Salsa soya + limón + naranja,1.0,alta,sin-cantidad,SI
D14 Cena · Gohan de Salmón y Espinaca,Cena,14,🇯🇵 Japonesa,ajonjoli,Ajonjolí,,1 cdita ajonjolí,1 cdita ajonjolí,1.0,alta,REVISAR-medida(cdita≠cucharadita),SI
D14 Snack AM · Snack AM,Snack AM,14,🇯🇵 Japonesa,uva,Uva,,2 taza de uvas,2 taza de uvas,0.92,alta,REVISAR-medida(taza≠pieza),SI
D14 Snack PM · Snack PM,Snack PM,14,🇯🇵 Japonesa,pan-integral,Pan integral,50,2 reb pan integral,2 reb pan integral + 1 cdita crema de cacahuate,1.0,alta,2.0×rebanada(25.0g),
D14 Snack PM · Snack PM,Snack PM,14,🇯🇵 Japonesa,crema-natural,Crema natural,,1 cdita crema de cacahuate,2 reb pan integral + 1 cdita crema de cacahuate,0.678,media,REVISAR-medida(cdita≠cucharada),SI
D15 Desayuno · Ricotta Toast Durazno,Desayuno,15,🇮🇹 Italiana,pan-integral,Pan integral,100,4 reb pan integral,4 reb pan integral,1.0,alta,4.0×rebanada(25.0g),
D15 Desayuno · Ricotta Toast Durazno,Desayuno,15,🇮🇹 Italiana,,,,½ tz ricotta light,½ tz ricotta light,0.307,baja,REVISAR-medida(taza),SI
D15 Desayuno · Ricotta Toast Durazno,Desayuno,15,🇮🇹 Italiana,durazno-prisco,Durazno Prisco,44,1 pz durazno,1 pz durazno,0.708,media,1.0×pieza(44.0g),SI
D15 Desayuno · Ricotta Toast Durazno,Desayuno,15,🇮🇹 Italiana,miel,Miel,,1 cdita miel,1 cdita miel,1.0,alta,REVISAR-medida(cdita≠cucharadita),SI
D15 Desayuno · Ricotta Toast Durazno,Desayuno,15,🇮🇹 Italiana,semilla-de-girasol,Semilla de girasol,,1 cdita semillas (chía o girasol),1 cdita semillas (chía o girasol),0.806,media,REVISAR-medida(cdita≠cucharadita),SI
D15 Comida · Ensalada Griega,Comida,15,🇮🇹 Italiana,pechuga-de-pollo-sin-piel-a-la-plancha,Pechuga de pollo sin piel a la plancha,180,180 g pechuga de pollo a la plancha,180 g pechuga de pollo a la plancha,0.861,alta,gramos-directos,
D15 Comida · Ensalada Griega,Comida,15,🇮🇹 Italiana,garbanzo-cocido,Garbanzo cocido,164,1 tz garbanzos cocidos,1 tz garbanzos cocidos,0.988,alta,1.0×taza(164.0g),
D15 Comida · Ensalada Griega,Comida,15,🇮🇹 Italiana,espinaca-cruda,Espinaca cruda,,Espinaca,Espinaca + lechuga + tomate cherry + pepino,0.945,alta,sin-cantidad,SI
D15 Comida · Ensalada Griega,Comida,15,🇮🇹 Italiana,lechuga,Lechuga,,lechuga,Espinaca + lechuga + tomate cherry + pepino,1.0,alta,sin-cantidad,SI
D15 Comida · Ensalada Griega,Comida,15,🇮🇹 Italiana,tomate-verde,Tomate verde,,tomate cherry,Espinaca + lechuga + tomate cherry + pepino,0.644,media,sin-cantidad,SI
D15 Comida · Ensalada Griega,Comida,15,🇮🇹 Italiana,pepino-con-cascara-rebanado,Pepino con cáscara rebanado,,pepino,Espinaca + lechuga + tomate cherry + pepino,0.573,media,sin-cantidad,SI
D15 Comida · Ensalada Griega,Comida,15,🇮🇹 Italiana,queso-parmesano,Queso Parmesano,,2 cdita queso parmesano,2 cdita queso parmesano,1.0,alta,REVISAR-medida(cdita≠cucharada),SI
D15 Comida · Ensalada Griega,Comida,15,🇮🇹 Italiana,aceite-de-oliva,Aceite de oliva,,"1 cdita aceite de oliva, limón, orégano","1 cdita aceite de oliva, limón, orégano",0.711,media,REVISAR-medida(cdita≠cucharadita),SI
D15 Comida · Ensalada Griega,Comida,15,🇮🇹 Italiana,arroz-cocido,Arroz cocido,376,2 tz arroz cocido,2 tz arroz cocido,1.0,alta,2.0×taza(188.0g),
D15 Cena · Minestrone Ligera,Cena,15,🇮🇹 Italiana,caldo,Caldo,,Caldo de verduras,Caldo de verduras,0.666,media,sin-cantidad,SI
D15 Cena · Minestrone Ligera,Cena,15,🇮🇹 Italiana,pasta-cocida,Pasta cocida,240,2 tz pasta,2 tz pasta,0.918,alta,2.0×taza(120.0g),
D15 Cena · Minestrone Ligera,Cena,15,🇮🇹 Italiana,calabacita-alargada-cruda,Calabacita alargada cruda,,"Calabacita, zanahoria, apio, tomate","Calabacita, zanahoria, apio, tomate",0.559,media,sin-cantidad,SI
D15 Cena · Minestrone Ligera,Cena,15,🇮🇹 Italiana,pechuga-de-pollo-molida,Pechuga de pollo molida,90,90 g pechuga de pollo,90 g pechuga de pollo,0.814,media,gramos-directos,SI
D15 Cena · Minestrone Ligera,Cena,15,🇮🇹 Italiana,frijol-promedio-cocido,Frijol promedio cocido,172,1 tz frijoles o lentejas cocidos,1 tz frijoles o lentejas cocidos,0.622,media,1.0×taza(172.0g),SI
D15 Cena · Minestrone Ligera,Cena,15,🇮🇹 Italiana,hierbas-finas,Hierbas finas,,Hierbas italianas,Hierbas italianas,0.66,media,sin-cantidad,SI
D15 Snack AM · Snack AM,Snack AM,15,🇮🇹 Italiana,zanahoria-baby-miniatura-cruda,Zanahoria baby (miniatura) cruda,,1 taza zanahoria baby con limón,1 taza zanahoria baby con limón,0.694,media,REVISAR-medida(taza≠pieza),SI
D15 Snack PM · Snack PM,Snack PM,15,🇮🇹 Italiana,semilla-de-anis,Semilla de anís,10,10 g semillas (almendras),10 g semillas (almendras) + 1 plátano,0.633,media,gramos-directos,SI
D15 Snack PM · Snack PM,Snack PM,15,🇮🇹 Italiana,platano,Plátano,108,1 plátano,10 g semillas (almendras) + 1 plátano,1.0,alta,1.0×pieza(108.0g),
D16 Desayuno · Huevos Mediterráneos,Desayuno,16,🇮🇹 Italiana,huevo-frito,Huevo frito,230,5 pz huevo,5 pz huevo + ½ taza claras,0.925,alta,5.0×pieza(46.0g),
D16 Desayuno · Huevos Mediterráneos,Desayuno,16,🇮🇹 Italiana,clara-de-huevo,Clara de huevo,,½ taza claras,5 pz huevo + ½ taza claras,0.675,media,REVISAR-medida(taza≠pieza),SI
D16 Desayuno · Huevos Mediterráneos,Desayuno,16,🇮🇹 Italiana,tomate-verde,Tomate verde,,"Tomate cherry, cebolla y espinaca","Tomate cherry, cebolla y espinaca",0.531,baja,sin-cantidad,SI
D16 Desayuno · Huevos Mediterráneos,Desayuno,16,🇮🇹 Italiana,pan-integral,Pan integral,75,"3 reb pan integral, ¼ aguacate","3 reb pan integral, ¼ aguacate",0.72,media,3.0×rebanada(25.0g),SI
D16 Desayuno · Huevos Mediterráneos,Desayuno,16,🇮🇹 Italiana,queso-panela,Queso Panela,,1 cdita queso feta o panela,1 cdita queso feta o panela,0.805,media,REVISAR-medida(cdita≠gramos),SI
D16 Desayuno · Huevos Mediterráneos,Desayuno,16,🇮🇹 Italiana,oregano,Orégano,,"Orégano, albahaca, pimienta","Orégano, albahaca, pimienta",0.588,media,sin-cantidad,SI
D16 Comida · Filete de Pescado,Comida,16,🇮🇹 Italiana,filete-de-pescado-blanco-del-nilo,Filete de pescado Blanco del Nilo,200,200 g filete de pescado blanco,200 g filete de pescado blanco,0.856,alta,gramos-directos,
D16 Comida · Filete de Pescado,Comida,16,🇮🇹 Italiana,mantequilla,Mantequilla,,1 cdita mantequilla,1 cdita mantequilla + ajo + limón,1.0,alta,REVISAR-medida(cdita≠cucharadita),SI
D16 Comida · Filete de Pescado,Comida,16,🇮🇹 Italiana,ajo-en-polvo,Ajo en polvo,,ajo,1 cdita mantequilla + ajo + limón,0.655,media,sin-cantidad,SI
D16 Comida · Filete de Pescado,Comida,16,🇮🇹 Italiana,limon,Limón,,limón,1 cdita mantequilla + ajo + limón,1.0,alta,sin-cantidad,SI
D16 Comida · Filete de Pescado,Comida,16,🇮🇹 Italiana,arroz-cocido,Arroz cocido,564,3 tz arroz cocido,3 tz arroz cocido,1.0,alta,3.0×taza(188.0g),
D16 Comida · Filete de Pescado,Comida,16,🇮🇹 Italiana,esparragos,Espárragos,,Espárragos y zanahoria salteados,Espárragos y zanahoria salteados,0.595,media,sin-cantidad,SI
D16 Cena · Puré de Camote,Cena,16,🇮🇹 Italiana,camote-cocido,Camote cocido,209,1 tz camote cocido y triturado,1 tz camote cocido y triturado,0.712,media,1.0×taza(209.09g),SI
D16 Cena · Puré de Camote,Cena,16,🇮🇹 Italiana,pechuga-de-pollo-molida,Pechuga de pollo molida,200,200 g pechuga de pollo,200 g pechuga de pollo,0.814,media,gramos-directos,SI
D16 Cena · Puré de Camote,Cena,16,🇮🇹 Italiana,brocoli-cocido,Brócoli cocido,184,1 tz brócoli cocido,1 tz brócoli cocido,1.0,alta,1.0×taza(184.0g),
D16 Cena · Puré de Camote,Cena,16,🇮🇹 Italiana,romero-picado,Romero picado,,"romero, sal, ajo en polvo","Especias: romero, sal, ajo en polvo",0.562,media,sin-cantidad,SI
D16 Snack AM · Snack AM,Snack AM,16,🇮🇹 Italiana,papaya-picada,Papaya picada,140,1 tz papaya,1 tz papaya + 1 plátano + 15 g semillas (nueces),0.926,alta,1.0×taza(140.0g),
D16 Snack AM · Snack AM,Snack AM,16,🇮🇹 Italiana,platano,Plátano,108,1 plátano,1 tz papaya + 1 plátano + 15 g semillas (nueces),1.0,alta,1.0×pieza(108.0g),
D16 Snack AM · Snack AM,Snack AM,16,🇮🇹 Italiana,semilla-de-chia,Semilla de chía,15,15 g semillas (nueces),1 tz papaya + 1 plátano + 15 g semillas (nueces),0.633,media,gramos-directos,SI
D16 Snack PM · Snack PM,Snack PM,16,🇮🇹 Italiana,papa-sal,Papa sal,2,"2 papas, 1 cda aceite oliva, paprika, orégano, ajo, sal y pimienta","Papas al horno: 2 papas, 1 cda aceite oliva, paprika, orégano, ajo, sal y pimienta",0.498,baja,2.0×gramos(1.0g),SI
D17 Desayuno · Toast,Desayuno,17,🇮🇹 Italiana,pan-integral,Pan integral,50,2 reb pan integral,2 reb pan integral,1.0,alta,2.0×rebanada(25.0g),
D17 Desayuno · Toast,Desayuno,17,🇮🇹 Italiana,aguacate-hass,Aguacate Hass,31,⅓ pz aguacate,⅓ pz aguacate,0.727,media,0.3333333333333333×pieza(93.94g),SI
D17 Desayuno · Toast,Desayuno,17,🇮🇹 Italiana,,,,Rodajas de tomate,Rodajas de tomate,0.3,baja,sin-cantidad,SI
D17 Desayuno · Toast,Desayuno,17,🇮🇹 Italiana,huevo-estrellado,Huevo estrellado,138,3 pz huevo estrellado,3 pz huevo estrellado,1.0,alta,3.0×pieza(46.0g),
D17 Desayuno · Toast,Desayuno,17,🇮🇹 Italiana,sal-de-potasio,Sal de potasio,,"Sal, limón, pimienta","Sal, limón, pimienta",0.562,media,sin-cantidad,SI
D17 Desayuno · Toast,Desayuno,17,🇮🇹 Italiana,kiwi,Kiwi,76,1 pz kiwi,1 pz kiwi,1.0,alta,1.0×pieza(76.0g),
D17 Comida · Bowl de Atún,Comida,17,🇮🇹 Italiana,atun-en-agua-drenado,Atún en agua drenado,200,2 lata atún en agua,2 lata atún en agua,0.8,media,2.0×lata(100.0g),SI
D17 Comida · Bowl de Atún,Comida,17,🇮🇹 Italiana,arroz-cocido,Arroz cocido,564,3 taza arroz cocido,3 taza arroz cocido,1.0,alta,3.0×taza(188.0g),
D17 Comida · Bowl de Atún,Comida,17,🇮🇹 Italiana,garbanzo-cocido,Garbanzo cocido,82,½ tz garbanzos cocidos,½ tz garbanzos cocidos,0.988,alta,0.5×taza(164.0g),
D17 Comida · Bowl de Atún,Comida,17,🇮🇹 Italiana,espinaca-cruda,Espinaca cruda,,"Espinaca, tomate, pepino, cebolla morada","Espinaca, tomate, pepino, cebolla morada",0.542,baja,sin-cantidad,SI
D17 Comida · Bowl de Atún,Comida,17,🇮🇹 Italiana,elotitos-de-cambray,Elotitos de cambray,,2 cdas elotito amarillo,2 cdas elotito amarillo,0.626,media,REVISAR-medida(cda≠pieza),SI
D17 Comida · Bowl de Atún,Comida,17,🇮🇹 Italiana,limon-sin-semilla,Limón sin semilla,,"Limón, sal, pimienta, salsa soya","Limón, sal, pimienta, salsa soya",0.521,baja,sin-cantidad,SI
D17 Cena · Pimientos Rellenos,Cena,17,🇮🇹 Italiana,carne-de-res-semigrasosa,Carne de res semigrasosa,200,200 g carne de res magra salpimentada,200 g carne de res magra salpimentada,0.788,media,gramos-directos,SI
D17 Cena · Pimientos Rellenos,Cena,17,🇮🇹 Italiana,cebollita-en-salmuera,Cebollita en salmuera,,Cebollita,Cebollita + 1 pz papa + zanahoria,0.695,media,sin-cantidad,SI
D17 Cena · Pimientos Rellenos,Cena,17,🇮🇹 Italiana,papa-cocida,Papa cocida,136,1 pz papa,Cebollita + 1 pz papa + zanahoria,0.907,alta,1.0×pieza(136.0g),
D17 Cena · Pimientos Rellenos,Cena,17,🇮🇹 Italiana,zanahoria-picada-cruda,Zanahoria picada cruda,,zanahoria,Cebollita + 1 pz papa + zanahoria,0.916,alta,sin-cantidad,SI
D17 Cena · Pimientos Rellenos,Cena,17,🇮🇹 Italiana,pimiento-fresco,Pimiento fresco,,2 pz pimientos,2 pz pimientos,0.95,alta,REVISAR-medida(pieza≠taza),SI
D17 Cena · Pimientos Rellenos,Cena,17,🇮🇹 Italiana,arroz-cocido,Arroz cocido,94,½ tz arroz cocido,½ tz arroz cocido,1.0,alta,0.5×taza(188.0g),
D17 Cena · Pimientos Rellenos,Cena,17,🇮🇹 Italiana,aguacate-california,Aguacate California,47,½ pz aguacate con sal y limón,½ pz aguacate con sal y limón,0.602,media,0.5×pieza(93.94g),SI
D17 Snack AM · Snack AM,Snack AM,17,🇮🇹 Italiana,uva,Uva,,2 tz uvas,2 tz uvas + 10 g semillas (almendras),0.971,alta,REVISAR-medida(taza≠pieza),SI
D17 Snack AM · Snack AM,Snack AM,17,🇮🇹 Italiana,semilla-de-anis,Semilla de anís,10,10 g semillas (almendras),2 tz uvas + 10 g semillas (almendras),0.633,media,gramos-directos,SI
D17 Snack PM · Snack PM,Snack PM,17,🇮🇹 Italiana,yoghurt-de-vainilla,Yoghurt de vainilla,120,"½ taza yogurt natural, 1 cdita miel, 1 cdita nuez picada, canela y vainilla","½ taza yogurt natural, 1 cdita miel, 1 cdita nuez picada, canela y vainilla",0.584,media,0.5×taza(240.0g),SI
D18 Desayuno · Bowl de Durazno,Desayuno,18,🇮🇹 Italiana,yoghurt-natural,Yoghurt natural,340,1 ½ taza yogurt natural sin azúcar,1 ½ taza yogurt natural sin azúcar,0.941,alta,1.5×taza(227.0g),
D18 Desayuno · Bowl de Durazno,Desayuno,18,🇮🇹 Italiana,durazno-con-azucar-congelado,Durazno con azúcar congelado,252,1 tz durazno asado con 1 cda miel,1 tz durazno asado con 1 cda miel,0.577,media,1.0×taza(252.0g),SI
D18 Desayuno · Bowl de Durazno,Desayuno,18,🇮🇹 Italiana,avena-cocida,Avena cocida,219,1 tz avena,1 tz avena,0.918,alta,1.0×taza(218.67g),
D18 Desayuno · Bowl de Durazno,Desayuno,18,🇮🇹 Italiana,semilla-de-mostaza,Semilla de mostaza,,1 cdita semillas mixtas,1 cdita semillas mixtas,0.708,media,REVISAR-medida(cdita≠cucharadita),SI
D18 Desayuno · Bowl de Durazno,Desayuno,18,🇮🇹 Italiana,canela,Canela,,Canela y vainilla,Canela y vainilla,0.679,media,sin-cantidad,SI
D18 Desayuno · Bowl de Durazno,Desayuno,18,🇮🇹 Italiana,pan-integral,Pan integral,75,3 reb pan integral tostado,3 reb pan integral tostado,0.95,alta,3.0×rebanada(25.0g),
D18 Comida · Lasaña de Calabacín,Comida,18,🇮🇹 Italiana,carne-molida-popular-de-res,Carne molida popular de res,180,180 g carne molida de res magra,180 g carne molida de res magra,0.834,media,gramos-directos,SI
D18 Comida · Lasaña de Calabacín,Comida,18,🇮🇹 Italiana,pure-de-tomate-enlatado,Puré de tomate enlatado,63,¼ taza puré de tomate natural,¼ taza puré de tomate natural,0.819,media,0.25×taza(252.0g),SI
D18 Comida · Lasaña de Calabacín,Comida,18,🇮🇹 Italiana,,,,Champiñones y brócoli,Champiñones y brócoli,0.307,baja,sin-cantidad,SI
D18 Comida · Lasaña de Calabacín,Comida,18,🇮🇹 Italiana,calabacita-redonda-cruda,Calabacita redonda cruda,,1 taza calabacita en láminas,1 taza calabacita en láminas,0.633,media,REVISAR-medida(taza≠pieza),SI
D18 Comida · Lasaña de Calabacín,Comida,18,🇮🇹 Italiana,queso-mozzarella,Queso Mozzarella,30,30 g queso ricotta o mozzarella light,30 g queso ricotta o mozzarella light,0.708,media,gramos-directos,SI
D18 Cena · Wrap de Pollo,Cena,18,🇮🇹 Italiana,tortilla,Tortilla,60,2 pz tortilla integral,2 pz tortilla integral,0.928,alta,2.0×pieza(30.0g),
D18 Cena · Wrap de Pollo,Cena,18,🇮🇹 Italiana,pechuga-de-pollo-molida,Pechuga de pollo molida,150,150 g pechuga de pollo,150 g pechuga de pollo,0.814,media,gramos-directos,SI
D18 Cena · Wrap de Pollo,Cena,18,🇮🇹 Italiana,hummus,Hummus,,2 cdita hummus,2 cdita hummus,1.0,alta,REVISAR-medida(cdita≠cucharada),SI
D18 Cena · Wrap de Pollo,Cena,18,🇮🇹 Italiana,lechuga-italiana,Lechuga italiana,,"Lechuga, tomate, cebollita morada","Lechuga, tomate, cebollita morada",0.551,media,sin-cantidad,SI
D18 Cena · Wrap de Pollo,Cena,18,🇮🇹 Italiana,papa-al-horno-con-cascara,Papa al horno con cáscara,312,2 pz papa al horno,2 pz papa al horno,0.787,media,2.0×pieza(156.0g),SI
D18 Snack AM · Snack AM,Snack AM,18,🇮🇹 Italiana,pepino-con-cascara-rebanado,Pepino con cáscara rebanado,104,1 taza pepino,1 taza pepino + 1 taza zanahoria baby + 1 cdita crema de girasol o tahini,0.573,media,1.0×taza(104.0g),SI
D18 Snack AM · Snack AM,Snack AM,18,🇮🇹 Italiana,zanahoria-baby-miniatura-cruda,Zanahoria baby (miniatura) cruda,,1 taza zanahoria baby,1 taza pepino + 1 taza zanahoria baby + 1 cdita crema de girasol o tahini,0.777,media,REVISAR-medida(taza≠pieza),SI
D18 Snack AM · Snack AM,Snack AM,18,🇮🇹 Italiana,crema-natural,Crema natural,,1 cdita crema de girasol o tahini,1 taza pepino + 1 taza zanahoria baby + 1 cdita crema de girasol o tahini,0.595,media,REVISAR-medida(cdita≠cucharada),SI
D18 Snack PM · Snack PM,Snack PM,18,🇮🇹 Italiana,melon,Melón,,2 tz de melón,2 tz de melón,0.954,alta,REVISAR-medida(taza≠pieza),SI
D19 Desayuno · Smoothie de Frutos Rojos,Desayuno,19,🇮🇹 Italiana,yoghurt-natural,Yoghurt natural,114,½ taza yogurt natural sin azúcar,½ taza yogurt natural sin azúcar,0.941,alta,0.5×taza(227.0g),
D19 Desayuno · Smoothie de Frutos Rojos,Desayuno,19,🇮🇹 Italiana,leche,Leche,240,1 tz leche,1 tz leche,1.0,alta,1.0×taza(240.0g),
D19 Desayuno · Smoothie de Frutos Rojos,Desayuno,19,🇮🇹 Italiana,fruto-del-monje,Fruto del monje,,½ taza frutos rojos,½ taza frutos rojos,0.619,media,REVISAR-medida(taza≠cucharadita),SI
